attendance,marks,study_hours,distance_from_home,annual_income,previous_marks,backlogs,assignments_completed,participation,dropout
93,47,7,8,959366,88,2,41,4,0
76,51,7,3,112202,48,0,86,3,0
58,95,5,7,652275,32,4,69,6,1
65,50,4,10,266812,54,0,62,3,0
81,73,6,3,871562,44,4,45,2,1
36,76,2,2,176848,89,0,57,9,1
58,68,3,15,579106,52,0,92,3,1
40,58,4,9,284943,40,0,61,1,1
62,83,2,15,357476,88,1,76,9,0
35,46,4,17,768987,63,4,43,5,1
61,89,5,7,330721,36,2,82,7,0
80,60,2,18,325366,73,3,50,2,0
87,78,5,15,675357,93,4,80,1,0
55,31,1,18,140409,52,1,74,6,0
75,77,2,12,358329,87,4,50,5,0
58,43,4,8,456166,49,2,73,6,1
33,88,1,2,573851,56,4,48,2,1
42,87,5,2,211689,89,1,70,7,0
68,87,5,5,206948,37,1,95,1,0
44,80,4,1,816846,96,3,96,8,1
58,31,1,4,625899,31,2,81,7,1
58,70,7,6,655945,51,3,71,7,1
61,45,6,13,642750,99,0,82,6,0
31,33,3,19,872112,65,1,74,5,1
76,41,4,11,189299,53,3,88,9,1
51,58,5,13,924979,41,1,50,3,1
56,36,2,8,994186,51,1,56,9,1
96,43,1,7,860814,52,0,90,5,1
85,41,6,13,444417,92,1,75,8,0
50,34,3,1,613622,59,3,41,3,1
76,61,2,6,441541,48,2,63,7,0
88,72,1,7,677076,55,4,85,4,0
35,98,6,16,273595,40,3,54,5,1
48,74,4,15,785644,49,0,67,4,1
86,38,6,2,712252,85,4,42,9,1
98,78,4,16,557212,74,1,68,7,0
32,62,7,17,428391,97,3,91,6,1
30,47,1,15,375850,76,4,93,6,1
87,38,6,3,586830,87,3,97,7,1
67,91,3,4,635212,39,1,84,5,0
44,86,6,12,604593,51,3,93,3,1
63,58,1,5,640209,53,0,52,3,0
90,54,2,17,518648,95,4,89,7,0
64,44,2,6,642101,90,4,61,1,1
93,35,6,10,729036,36,4,91,4,1
54,71,6,18,995420,67,3,92,8,1
53,58,4,10,820610,50,1,70,4,0
41,33,1,6,757428,37,3,46,1,0
47,86,4,6,664215,57,3,94,5,1
44,78,3,15,563558,83,4,87,1,1
56,73,7,4,991580,60,1,87,9,0
89,43,2,16,654827,70,2,93,8,0
75,32,5,8,373827,66,1,65,7,0
46,91,5,7,223031,67,3,70,5,1
82,93,1,19,447295,80,0,77,4,0
37,74,1,17,266746,66,1,77,7,0
56,87,5,13,676991,60,4,43,3,1
75,49,1,15,945242,91,0,74,8,0
79,87,2,2,448255,47,2,72,5,0
32,86,3,10,840703,35,2,42,5,1
93,97,3,13,972409,38,0,58,1,0
73,81,4,18,842474,40,2,48,8,0
82,66,2,11,766477,31,0,85,7,0
53,37,7,13,890097,58,3,58,1,1
89,73,1,19,930822,80,0,95,4,0
32,34,1,5,961316,98,3,95,4,1
49,98,7,3,688175,52,4,58,9,1
75,60,4,19,803626,36,4,97,2,0
44,74,4,13,417685,85,2,65,4,0
54,38,1,5,558018,91,0,99,3,1
46,61,1,12,980751,44,3,52,5,1
38,62,7,14,107882,82,4,61,7,1
67,96,2,6,170825,72,4,87,5,0
77,59,7,9,900342,64,4,99,5,0
89,58,4,17,926998,43,2,47,4,0
92,32,7,8,294145,98,4,63,9,0
31,86,7,13,983951,78,1,65,6,0
40,59,7,5,267248,47,2,87,6,0
93,38,2,17,183081,80,0,97,6,0
50,55,6,3,261361,30,1,80,6,0
47,31,1,6,209337,56,2,80,1,1
93,91,5,14,115362,93,2,95,6,0
67,32,7,15,580826,89,3,94,4,1
61,75,5,14,375927,70,1,97,2,0
40,97,6,11,275234,50,1,42,6,1
74,54,1,11,861729,43,1,46,1,0
62,80,4,9,496770,49,4,91,1,0
70,42,5,6,380917,40,4,89,5,1
37,73,4,15,566910,95,0,95,6,0
40,64,5,12,277367,53,0,41,2,1
80,84,4,6,785691,66,0,72,8,0
70,38,7,1,407784,53,4,51,4,0
46,31,5,16,558093,44,3,87,4,1
75,90,4,15,933401,41,0,51,5,0
61,70,6,2,929418,93,2,92,4,0
83,73,2,17,726305,60,4,49,5,0
49,93,4,3,478324,82,3,80,3,1
62,60,2,3,631873,73,2,92,8,0
69,76,2,5,104122,59,2,66,6,0
61,31,1,17,116838,64,4,57,8,1
31,98,7,17,772661,50,1,97,5,0
62,87,6,6,385251,92,3,43,7,0
59,73,2,1,812717,46,4,79,7,1
62,85,3,7,843521,41,1,62,6,0
55,72,7,15,989110,47,4,60,4,1
51,63,2,7,810571,89,4,75,6,1
95,59,4,19,690313,96,2,69,9,0
67,99,2,11,690808,44,4,87,4,0
75,84,4,14,641632,45,1,60,6,0
44,96,4,13,419346,51,2,62,6,0
73,42,3,9,986518,92,1,60,3,1
78,32,2,9,901391,60,1,47,4,1
90,55,2,16,495085,30,2,78,3,0
96,86,5,12,930696,35,1,94,3,0
35,53,7,10,916700,38,0,96,4,1
38,82,5,6,708852,81,4,95,4,1
35,99,1,18,244622,91,2,52,6,1
61,72,4,2,874393,87,2,99,4,0
70,89,3,9,761062,48,0,79,6,0
37,87,5,19,702851,42,0,61,2,1
79,78,2,6,472308,61,0,46,4,0
91,71,1,2,329351,38,0,63,2,0
91,95,3,15,386603,78,3,44,8,0
36,40,6,17,943214,66,2,97,9,1
33,47,2,16,581038,60,1,89,7,1
35,81,2,8,237104,60,2,94,6,0
87,75,6,10,101825,88,2,65,8,0
51,73,4,10,750475,84,2,90,4,0
55,51,4,18,570306,48,0,49,2,1
32,82,5,10,873158,92,0,50,4,0
70,88,5,9,541317,31,3,79,5,0
89,59,2,19,946541,74,2,77,9,0
43,37,7,1,636758,72,4,50,5,1
41,86,2,4,365914,30,3,87,9,1
41,49,5,3,258340,90,0,69,9,1
42,54,6,10,785443,32,2,43,8,1
54,48,5,12,371102,73,0,41,5,1
74,34,2,18,475950,36,1,52,2,1
48,56,3,6,895238,62,0,78,5,0
84,69,2,2,394306,38,0,56,1,0
74,55,3,10,961164,59,3,62,8,0
37,56,3,2,265961,47,1,84,2,1
82,91,2,9,651990,85,4,49,7,0
84,79,7,10,528993,60,4,52,2,1
61,71,7,2,546187,92,4,81,5,0
80,58,1,8,894171,79,2,78,7,0
73,68,5,17,386743,30,4,81,6,0
99,89,7,17,398971,48,2,68,5,0
47,70,4,4,701109,93,0,55,6,0
51,62,2,18,720971,82,4,42,2,1
66,45,3,12,692734,35,3,75,1,1
85,52,2,17,311282,46,1,99,1,0
88,36,5,9,970322,75,1,43,8,0
32,55,6,19,589428,84,0,75,3,0
57,41,7,14,909471,35,1,55,3,1
64,34,7,14,874815,99,1,80,9,0
90,98,7,17,459511,97,0,45,6,0
83,78,3,2,143884,69,0,81,4,0
92,55,4,8,780506,95,0,96,4,0
36,34,4,5,670107,38,3,67,7,1
78,51,7,7,183162,40,0,75,6,0
60,42,4,16,837992,49,0,62,2,1
87,57,6,16,524524,72,0,51,9,0
90,62,7,17,506270,87,4,81,2,0
53,52,1,7,179606,55,4,70,8,1
49,47,3,8,994221,67,3,51,4,1
66,59,6,8,676306,65,3,99,1,0
33,55,3,11,126250,84,1,71,1,0
49,45,7,15,769773,35,4,64,9,1
89,68,6,18,439535,32,3,97,4,0
53,62,7,6,401065,94,3,90,1,1
79,55,6,12,957555,93,1,68,3,0
78,77,7,15,879599,87,0,58,3,0
80,94,1,6,174363,87,2,61,7,0
65,67,3,18,256857,47,1,63,6,0
95,31,6,9,287937,52,2,72,8,0
63,35,1,8,721688,58,1,75,7,1
65,75,2,14,196847,52,1,84,1,0
35,79,7,19,893293,65,0,79,3,0
68,67,5,19,700628,99,3,93,9,0
71,47,6,8,822193,35,4,85,4,1
87,56,4,2,213049,63,1,55,3,0
41,70,1,4,624645,73,0,41,5,1
32,46,1,6,359718,73,2,47,8,1
47,91,6,3,409345,56,3,52,1,1
69,58,1,3,285326,81,1,69,2,0
50,87,2,19,444304,71,2,40,7,1
44,99,1,11,897228,54,1,51,1,1
55,51,5,10,647526,68,4,88,5,1
37,35,5,12,456320,68,4,46,8,1
71,55,7,14,544194,41,3,87,6,0
73,68,7,18,665171,40,2,53,3,0
43,41,4,9,709766,32,4,81,7,1
31,43,2,15,693684,51,0,74,3,1
66,51,5,3,341819,33,3,67,5,0
98,80,6,11,890879,37,1,51,7,0
67,52,3,10,906955,43,2,79,2,0
70,77,3,18,557295,43,2,87,4,0
91,79,3,4,820183,45,0,96,2,0
89,42,7,13,349494,61,4,63,7,1
43,39,6,6,593487,93,2,40,3,1
31,84,1,13,598099,45,0,56,9,1
99,38,6,5,235921,81,0,77,6,0
46,81,1,14,255790,48,1,67,1,1
57,31,3,13,991903,98,0,72,8,1
95,54,4,14,974294,41,3,63,7,0
64,42,4,8,423121,34,2,86,1,1
34,80,1,16,974757,71,3,84,3,1
94,87,3,13,782495,46,0,45,3,0
69,63,6,15,622912,39,0,60,3,0
85,64,4,19,603869,45,3,84,7,0
65,32,1,1,261334,45,1,93,6,1
74,88,6,2,490566,71,0,43,2,0
52,99,3,18,613419,32,3,72,5,1
76,77,2,19,321043,52,3,94,6,0
60,93,3,8,134787,57,2,49,2,0
40,48,7,3,859838,74,1,96,1,1
39,96,3,14,377833,97,4,75,4,1
96,34,6,9,270932,53,3,52,4,1
43,96,6,8,936776,48,2,75,4,1
39,40,5,17,602025,69,4,87,1,1
30,97,5,16,430035,75,2,48,3,1
34,98,6,10,282730,69,2,70,7,0
49,30,6,10,197464,91,1,43,4,1
37,92,2,6,952301,47,0,97,2,1
72,58,2,17,528546,41,1,59,8,0
30,41,3,16,180312,43,4,47,1,1
86,70,7,15,815424,90,1,66,9,0
93,31,4,14,651302,41,0,75,5,0
57,66,7,4,658851,56,1,48,2,1
66,74,2,4,460701,35,1,82,4,0
76,77,3,2,496873,62,1,63,3,0
66,53,7,11,713710,79,3,76,7,0
78,51,1,4,470063,41,3,80,6,0
73,40,5,16,561989,86,1,79,9,0
85,87,7,4,245271,82,0,69,4,0
57,75,4,1,741142,42,0,65,3,1
35,58,3,19,604803,32,0,43,7,1
90,64,7,2,346229,93,0,91,6,0
49,44,6,9,179317,87,2,40,5,1
31,89,1,13,377264,33,1,59,7,1
66,71,5,18,287884,74,1,67,5,0
49,72,1,16,714113,95,2,84,9,0
55,78,3,16,892415,65,0,63,4,0
58,93,2,10,359571,52,4,67,1,1
30,61,5,9,428773,48,4,67,5,1
64,93,1,11,170325,69,2,44,1,0
99,31,2,4,758272,45,4,71,1,1
88,53,4,10,934311,87,3,93,1,0
98,95,3,3,777233,47,1,91,1,0
62,67,3,6,114332,65,4,69,8,0
80,60,5,3,771924,53,3,60,2,0
41,55,1,9,702083,30,1,81,9,1
49,58,4,3,207716,30,3,55,7,1
82,96,6,18,513742,93,1,47,3,0
72,54,5,8,820841,91,1,51,9,0
79,77,6,8,973081,65,4,71,4,0
58,94,5,15,121643,47,2,64,7,1
86,82,1,13,163128,45,4,42,3,1
68,96,4,7,666811,46,0,65,5,0
85,47,1,19,956652,53,3,75,4,1
72,38,3,8,566606,97,0,56,6,1
79,67,6,10,152784,31,1,66,9,0
52,50,2,17,974325,39,4,92,5,1
73,94,7,1,946133,82,0,91,1,0
67,50,3,13,768487,80,0,61,5,0
52,56,3,13,478245,98,0,93,5,0
74,99,6,16,209002,43,1,84,9,0
81,73,5,9,784764,95,1,97,8,0
79,57,3,10,623897,82,1,77,5,0
37,74,7,6,843784,93,0,74,5,0
30,46,4,5,117401,78,3,85,2,1
37,69,3,2,988390,91,4,46,9,1
58,32,4,11,344373,66,4,42,4,1
34,95,1,9,876890,78,1,45,7,1
76,75,5,6,212046,97,0,52,6,0
63,59,4,8,950804,62,3,85,5,0
94,98,3,9,374115,51,2,54,5,0
84,38,5,9,606911,99,1,65,7,0
72,40,7,8,450162,62,2,87,2,0
59,98,5,12,354572,57,4,72,9,1
46,95,4,8,640853,33,4,54,2,1
55,60,4,3,631117,95,3,95,9,1
37,62,2,13,356680,78,3,78,4,1
76,68,2,19,176023,40,2,99,6,0
75,75,5,2,528651,64,4,80,1,0
97,66,6,17,181823,68,3,86,5,0
62,89,6,16,663229,39,3,53,6,1
30,60,2,4,875469,98,4,58,9,1
48,40,3,18,797819,52,4,67,9,1
60,31,1,14,541192,63,0,63,9,0
43,56,5,2,997971,61,3,89,3,1
82,31,1,13,572415,45,2,80,4,1
77,50,2,17,633464,97,1,72,8,0
98,87,4,15,357505,83,1,51,8,0
91,34,7,5,937948,57,4,49,2,1
95,81,5,7,770432,89,2,46,8,0
93,74,2,18,459512,89,0,85,7,0
99,49,3,11,512905,73,3,97,9,1
92,90,7,18,249671,31,0,40,5,0
62,67,5,5,749958,52,2,54,2,1
70,49,5,13,182045,75,0,93,5,0
77,54,6,18,266460,83,4,40,2,0
42,31,4,2,481047,38,1,84,5,1
60,61,5,4,674891,99,4,59,9,0
97,55,4,13,436880,73,3,94,7,0
33,99,2,16,387933,41,4,41,7,1
48,70,3,6,832792,61,2,42,1,1
99,96,7,8,580683,63,2,75,9,0
42,30,7,16,975055,62,3,55,6,1
52,80,3,13,582505,93,3,93,7,1
30,34,5,4,938714,77,1,68,2,1
83,42,5,2,395608,45,0,83,1,1
44,48,2,9,298878,79,1,96,4,1
94,41,6,18,928426,52,4,75,9,1
44,77,6,17,618936,55,0,93,9,0
50,54,6,8,312668,83,3,83,3,1
48,86,4,15,339103,73,2,78,1,0
89,64,6,9,469453,66,4,91,2,0
62,34,3,17,223189,38,1,93,9,1
78,51,7,2,191123,42,3,42,9,0
64,86,7,6,868748,89,0,76,1,0
73,76,4,5,912026,31,0,83,9,0
40,83,2,17,807923,89,2,51,1,1
95,32,3,2,835712,86,3,98,4,1
75,82,7,18,729309,72,3,97,5,0
38,60,3,10,317912,48,4,59,8,1
32,98,7,10,390530,40,4,62,5,1
55,62,1,6,872092,76,0,61,5,0
77,79,2,12,690940,92,1,71,4,0
95,45,2,17,456979,36,0,46,9,1
99,68,1,13,984555,60,4,61,8,0
57,75,4,16,379684,84,4,83,9,1
55,76,7,10,999915,54,4,41,7,1
54,73,7,2,920188,59,0,53,7,0
41,38,7,2,236659,65,3,94,5,1
34,79,6,7,576964,79,1,55,1,1
77,89,6,6,836699,43,1,63,6,0
66,44,6,1,189792,58,4,46,6,1
73,65,6,12,935471,56,2,43,4,0
44,92,6,13,503485,79,0,91,2,1
72,98,1,12,106088,65,3,99,1,0
77,70,2,19,462793,63,4,76,3,0
99,53,4,9,142044,50,2,85,9,0
75,78,3,10,816748,67,4,80,1,0
72,47,6,17,241615,79,2,44,5,0
50,36,1,18,103005,66,1,41,6,1
52,33,7,8,399347,48,2,44,9,1
76,98,4,7,378364,30,1,42,1,0
44,89,4,9,208991,69,1,81,5,0
54,84,4,10,132696,84,0,47,1,1
65,45,1,12,835043,55,2,65,2,1
80,58,3,15,670669,72,3,49,2,1
44,52,6,15,622779,88,3,73,5,1
97,43,4,4,860292,80,2,85,4,0
50,78,1,4,231148,44,0,98,6,1
42,62,7,1,466200,37,3,75,5,1
48,54,2,12,250018,43,4,92,2,1
63,50,7,2,576708,36,3,51,9,0
97,46,1,15,909903,47,0,59,8,1
81,52,1,17,475442,41,1,68,9,0
56,86,1,7,554747,31,1,53,6,1
58,87,4,6,531954,79,1,87,5,0
57,43,1,12,271792,50,0,44,5,1
64,49,2,19,456817,36,1,97,2,1
37,59,4,1,614513,41,1,87,4,0
45,48,7,14,910872,86,0,66,2,1
65,82,2,4,374006,52,4,43,2,1
59,85,5,5,725703,59,3,68,8,1
47,52,7,1,168273,87,0,42,4,0
31,91,1,1,469992,81,0,72,4,1
78,62,6,6,646076,85,2,69,7,0
33,47,6,5,780882,39,1,75,4,1
36,62,4,2,170185,48,4,48,9,1
68,61,6,5,824764,48,2,40,9,0
42,90,7,9,807649,88,4,87,3,1
60,83,4,19,492827,73,1,62,6,0
92,46,7,15,763184,88,1,42,7,0
85,48,1,13,482968,33,1,71,3,1
71,99,3,12,107799,94,3,63,4,0
90,63,3,5,884492,42,4,45,1,1
71,54,2,2,709694,96,4,52,9,0
85,97,1,4,931579,41,2,88,7,0
65,40,6,18,882703,84,0,54,7,1
97,45,1,10,747987,90,1,97,9,0
36,90,5,13,895046,70,1,92,6,0
83,36,3,12,649435,65,2,69,8,0
30,45,6,2,438781,31,4,51,5,1
73,45,7,15,992642,51,3,79,8,1
74,69,7,14,120914,51,4,98,1,0
76,41,3,10,950131,70,3,87,3,1
42,64,1,8,371759,43,3,74,4,1
51,50,6,15,150785,64,4,67,9,1
50,79,2,13,450733,79,1,99,8,0
38,72,7,8,331129,38,3,43,8,1
55,46,1,14,551027,88,2,46,2,1
38,61,2,1,441161,85,2,86,7,0
44,70,6,13,409042,39,3,82,3,1
39,35,3,8,489911,54,1,55,6,1
71,56,5,18,995850,74,3,61,4,0
53,49,4,9,417649,40,2,85,6,1
78,54,3,13,176031,38,2,94,4,0
55,95,2,3,191818,36,4,84,3,1
66,38,1,18,485096,63,1,80,2,1
97,82,7,10,624434,49,4,64,4,0
79,90,6,5,795635,34,0,89,2,0
53,67,3,6,534781,84,3,42,7,1
48,32,7,8,862430,44,4,91,1,1
89,99,7,7,209822,77,1,61,1,0
68,84,5,18,332798,33,3,70,5,0
47,30,6,14,102594,50,3,76,7,1
48,99,2,15,700898,38,3,61,1,1
65,74,6,10,288727,95,3,66,4,0
84,76,6,12,520647,64,3,95,5,0
98,55,1,7,313756,80,1,41,2,0
76,43,4,7,746812,66,0,61,7,0
78,83,7,11,712485,35,2,96,4,0
62,75,2,13,782931,80,0,92,8,0
50,60,1,15,602912,95,2,56,1,1
51,88,7,18,559187,46,4,87,1,1
77,58,4,7,948229,94,3,95,1,0
66,46,1,6,668225,38,4,59,4,1
44,43,4,11,815003,42,4,63,1,1
64,65,4,8,575270,87,2,84,5,0
61,87,4,1,587242,59,1,70,6,0
40,53,1,8,841898,60,3,91,7,1
39,92,6,8,862659,52,4,82,8,1
86,54,4,19,422195,92,0,47,8,0
54,88,6,3,561118,57,3,96,2,1
31,61,7,5,440047,88,1,92,4,0
93,47,7,3,701278,39,3,44,7,1
64,66,2,15,961636,55,4,41,9,0
36,55,5,14,431095,46,0,96,9,1
47,38,6,15,721597,69,4,98,3,1
96,93,7,17,751110,97,1,43,7,0
71,49,5,18,306840,52,2,74,4,0
68,83,4,2,260111,64,0,73,9,0
70,59,5,12,137459,38,1,42,7,0
53,82,5,16,238741,74,1,87,6,0
89,92,4,4,320821,66,4,59,9,0
75,40,6,2,839176,98,4,48,7,1
48,60,4,14,184985,48,4,45,8,1
97,78,2,11,790876,56,2,97,5,0
71,48,3,13,817844,42,3,86,4,1
61,41,1,7,319684,86,3,44,1,1
68,44,4,10,884629,89,4,80,8,1
65,60,4,1,622522,41,4,95,6,0
65,72,5,4,299269,38,2,77,4,0
32,66,2,18,348738,56,3,74,3,1
37,58,7,6,188295,92,2,94,5,0
99,55,7,2,548827,58,1,70,4,0
70,31,5,3,410085,51,3,52,7,1
97,44,6,14,734191,48,4,65,6,1
42,33,4,8,925307,67,0,61,3,1
78,79,4,16,768058,68,1,71,1,0
89,67,5,19,196500,44,0,99,7,0
31,52,4,18,423970,83,2,54,5,1
89,88,6,6,262480,61,2,50,1,0
34,57,3,14,224628,75,2,55,1,1
73,95,1,3,843781,90,4,86,6,0
56,37,1,16,703133,81,2,95,4,1
61,58,1,1,463109,63,0,99,8,0
50,40,3,12,770493,64,1,45,2,1
37,47,4,14,745141,99,4,85,4,1
79,84,5,19,304818,66,1,50,8,0
96,79,7,19,791486,90,2,97,8,0
73,43,2,9,133043,78,3,91,5,1
87,38,4,7,497294,38,4,49,3,1
32,40,3,14,153906,48,2,55,4,1
99,92,6,5,635425,57,4,51,3,0
31,96,3,18,391494,55,3,46,2,1
73,82,7,9,366842,67,0,78,4,0
31,68,1,7,230119,69,0,66,9,1
64,85,4,9,110165,54,0,63,6,0
59,57,7,4,231866,98,3,89,4,1
37,68,1,17,506862,52,1,54,1,1
51,54,2,12,844075,94,3,98,7,1
73,50,6,6,723181,51,3,45,2,1
87,39,1,18,392880,93,2,58,6,1
65,72,2,8,333689,97,0,47,1,0
98,44,3,15,944516,87,4,91,7,1
60,77,1,3,116211,57,1,86,4,0
76,50,1,2,186665,97,4,75,3,0
84,89,5,9,762737,33,2,89,7,0
91,79,6,8,764221,30,2,52,3,0
59,52,6,4,511037,55,1,93,8,0
84,42,7,2,440632,62,4,93,4,1
45,98,3,14,567799,56,1,72,3,1
41,33,5,2,258025,71,1,71,7,1
46,38,7,2,490014,98,0,67,7,1
45,64,2,7,923233,93,4,79,9,1
41,50,7,12,118277,54,0,90,7,0
37,87,2,6,617282,33,0,88,6,0
32,47,3,18,970194,41,0,49,3,1
45,72,6,4,515844,87,3,72,4,1
59,35,2,19,444390,40,2,40,8,1
52,96,3,13,753638,88,2,60,6,0
34,41,7,2,914234,65,3,44,9,1
94,41,2,8,577536,51,1,40,8,0
59,95,4,19,484938,94,4,92,8,1
50,31,1,9,300886,79,4,94,7,1
99,44,7,4,546918,33,4,60,1,1
51,52,6,16,359717,81,0,64,5,0
61,58,7,19,762860,72,4,59,7,0
62,36,4,10,104015,75,4,84,9,1
45,57,3,6,580588,33,4,48,4,1
67,43,3,16,754593,42,2,55,8,1
43,73,7,10,420956,67,3,67,1,1
65,59,4,13,632114,74,1,79,4,0
52,61,7,9,109201,54,3,85,4,1
95,99,1,7,653336,96,4,88,2,0
31,35,1,4,119941,84,1,75,3,1
94,56,5,19,967073,68,1,78,3,0
96,53,2,4,158418,94,3,88,9,0
81,63,5,19,821049,31,3,99,7,0
91,69,1,19,403685,98,3,63,2,1
52,76,4,12,543155,91,3,55,9,1
55,53,2,13,170422,75,0,53,8,1
97,94,4,4,480213,60,2,87,6,0
84,47,5,10,255022,64,2,98,6,0
35,73,3,7,745253,74,4,73,2,1
64,86,4,5,823163,83,0,63,3,0
51,57,5,17,251714,98,1,86,6,0
72,52,5,18,559722,58,3,50,3,0
44,63,5,11,141607,37,4,84,7,1
89,40,3,15,524504,83,1,75,5,0
41,64,3,7,474261,36,2,95,4,0
78,71,7,18,445009,52,1,40,8,0
71,57,3,6,620880,61,3,86,2,0
67,53,2,18,638738,91,3,51,3,1
74,37,3,16,892050,74,2,60,4,0
64,82,3,2,878239,97,3,48,6,0
59,33,3,19,789623,59,0,78,5,1
59,34,4,1,167583,68,4,42,5,1
35,78,3,11,437044,34,2,55,7,1
96,59,2,5,885648,96,2,43,8,0
36,92,5,16,915226,51,1,65,6,0
81,76,4,1,899523,57,2,94,3,0
43,55,1,19,580324,51,4,85,4,1
44,86,3,14,901593,58,0,93,1,0
50,66,7,3,127663,72,1,52,5,0
64,36,7,2,840741,71,4,59,8,1
95,69,5,5,499949,89,2,58,3,0
31,68,5,17,462105,97,3,66,4,1
64,91,4,18,858707,88,3,41,4,0
49,82,7,1,263073,35,4,49,6,1
39,33,1,15,240401,57,0,99,9,1
54,54,6,9,939537,60,3,64,3,1
95,36,7,5,949868,68,4,58,4,1
54,57,7,13,490523,79,1,54,6,1
83,98,2,19,230705,66,2,78,6,0
62,96,6,10,354928,44,0,86,7,0
65,49,5,14,845708,80,0,88,1,1
43,40,6,12,716923,99,1,63,9,0
94,96,7,11,693867,52,0,55,2,0
83,36,5,7,376386,54,4,56,4,1
81,52,6,17,198901,75,0,99,3,0
32,90,5,18,847174,52,0,55,3,1
70,63,5,7,749344,39,0,57,5,0
35,48,4,6,520349,61,4,88,7,1
54,87,1,11,255812,80,2,43,7,1
42,38,5,12,462772,70,3,41,7,1
37,77,2,16,130976,94,0,88,3,1
50,70,7,19,271139,94,1,88,9,0
97,77,7,19,111231,69,1,70,6,0
54,74,2,11,234400,47,4,41,8,1
97,54,3,16,345900,65,2,93,1,0
74,54,5,12,125261,60,0,41,4,0
89,48,5,8,387406,83,4,54,7,1
41,68,5,3,496496,92,3,99,9,1
61,56,6,2,262814,30,2,99,3,0
42,92,5,6,103590,81,2,87,6,0
60,97,5,16,478870,86,4,82,8,0
49,48,2,15,281298,38,1,68,3,1
47,57,1,14,711830,85,2,73,6,0
89,62,1,2,113570,76,1,79,9,0
92,39,3,18,331601,32,2,71,9,1
35,59,2,14,850489,31,2,60,6,1
61,51,5,18,606398,83,2,69,5,0
72,32,1,2,895965,66,3,63,1,1
31,77,4,1,488034,85,1,83,3,0
89,31,4,2,506582,60,3,53,3,1
52,83,4,9,355019,41,1,67,4,1
60,35,5,9,962800,87,3,53,5,1
34,69,5,16,659086,96,3,95,8,1
63,31,3,11,794813,55,3,83,9,1
39,31,7,6,909281,41,4,73,7,1
31,84,3,12,811303,45,3,53,6,1
40,89,3,3,474116,82,2,94,3,0
79,35,6,12,837897,78,0,64,9,0
60,48,4,1,915462,78,3,51,1,1
85,56,5,9,351197,36,0,95,9,0
38,30,4,6,226026,44,0,80,3,1
50,62,3,11,282206,65,2,79,9,0
57,69,5,3,744686,44,0,59,1,1
91,61,2,4,427873,91,0,87,8,0
36,98,1,10,108164,47,0,81,6,1
45,46,1,19,841738,75,1,46,9,1
33,37,3,6,625407,90,3,54,4,1
33,86,7,1,637639,72,3,96,5,1
69,71,4,8,811423,73,0,48,6,0
46,38,2,8,696364,95,2,43,9,1
81,64,5,6,931594,84,1,70,6,0
81,82,7,17,393904,68,2,62,9,0
65,83,4,19,847424,34,2,45,2,0
67,54,3,1,189074,86,0,67,4,0
79,96,4,15,590994,44,4,51,3,1
92,91,3,13,540844,45,0,86,4,0
92,84,6,3,859509,86,4,90,1,0
91,75,1,2,886070,54,1,97,2,0
36,53,7,3,271811,51,4,61,4,1
56,75,1,9,129738,60,0,63,4,0
43,51,4,16,624209,63,0,73,5,0
34,40,2,13,348433,45,2,99,9,1
84,77,5,19,409065,99,0,58,1,0
31,37,3,18,484592,88,0,63,8,1
91,68,5,12,880637,44,3,59,3,1
50,64,1,12,685356,42,3,91,9,1
50,78,2,1,385725,53,2,73,8,0
39,75,2,8,195672,42,4,86,8,1
87,67,5,17,121485,94,4,66,9,0
68,37,1,7,323773,65,3,97,4,1
34,83,5,9,660582,78,1,83,5,0
94,66,4,17,939433,77,3,68,7,0
42,69,2,10,756994,72,1,40,2,1
82,63,2,4,668257,35,4,94,7,0
74,46,4,7,624381,97,3,85,3,1
61,62,1,7,128370,43,0,75,6,0
65,76,2,8,644038,59,1,93,6,0
89,81,7,8,861380,37,1,95,6,0
40,38,6,16,343707,83,1,82,2,0
92,62,6,12,348706,95,4,78,9,0
50,89,6,15,902904,33,2,84,8,0
81,50,3,8,867905,89,0,85,7,0
84,87,7,9,118934,82,3,46,9,0
55,98,3,3,843417,44,1,93,4,0
97,39,1,16,401269,30,4,82,2,1
63,35,4,15,579757,51,1,59,4,1
81,42,5,4,925535,44,3,59,3,1
81,94,7,16,576966,51,0,64,2,0
58,49,1,10,291157,79,1,82,2,1
67,86,5,11,975137,77,4,60,8,0
71,75,1,5,418687,80,4,48,5,0
50,37,3,11,772298,46,2,66,6,1
71,39,6,13,439636,80,4,67,8,1
42,96,4,15,544802,66,2,64,7,0
93,40,3,6,420168,78,0,75,7,0
46,41,4,16,795047,88,3,73,7,1
38,39,7,15,388351,39,2,41,7,1
70,54,5,11,673642,59,1,96,8,0
30,78,1,2,860817,50,1,48,1,1
31,78,2,2,792670,63,3,58,3,1
89,40,2,12,673248,79,4,54,1,1
77,91,4,16,947694,76,1,92,8,0
58,65,6,19,721443,35,2,60,2,1
39,68,6,2,357091,79,3,89,7,1
87,82,4,17,768763,92,1,55,6,0
89,85,3,14,768425,41,4,41,1,1
50,30,2,16,321002,70,4,65,6,1
57,85,3,5,257873,60,1,83,9,0
63,33,5,10,208182,31,3,68,3,1
37,59,2,17,723420,45,0,72,7,0
88,41,5,13,959138,30,1,73,4,1
78,64,1,16,577158,33,4,85,1,1
